image_url,dish_name,food_type,ingredients,portion_size,nutritional_profile,cooking_method
https://png.pngtree.com/png-clipart/20230701/original/pngtree-pad-thai-png-image_9244261.png,ผัดไทย,Noodle,"[""เส้นผัดไทย"",""เต้าหู้แข็ง"",""ถั่วงอก"",""ใบกุ้ยช่าย"",""ไข่เป็ด""]","[""เส้นผัดไทย:75g"",""เต้าหู้แข็ง:22.5g"",""ถั่วงอก:50g"",""ใบกุ้ยช่าย:15g"",""ไข่เป็ด:50g""]","{""calories_kcal"": 421.4,""carbohydrate_g"": 66.9,""protein_g"": 13.7,""fat_g"": 11.0}
",stir-fried
https://img.wongnai.com/p/1920x0/2021/08/09/f5ff71c37a2c4101b895432aae1ac01a.jpg,ผัดไทยกุ้งสด,Noodle,"[""เส้นผัดไทย"",""เต้าหู้แข็ง"",""กุ้ง"",""ถั่วงอก"",""ใบกุ้ยช่าย"",""ไข่เป็ด""]","[""เส้นผัดไทย:75g"",""เต้าหู้แข็ง:22.5g"",""กุ้ง:50g"",""ถั่วงอก:50g"",""ใบกุ้ยช่าย:15g"",""ไข่เป็ด:50g""]","{""calories_kcal"": 468.1,""carbohydrate_g"": 66.9,""protein_g"": 23.8,""fat_g"": 11.7}",boiling
https://img.wongnai.com/p/1920x0/2017/06/22/f6f0b20261f843dea9e18469c1ec8308.jpg,ผัดซีอิ๊วหมู,Noodle,"[""เส้นใหญ่"",""หมูเนื้อ"",""ผักคะน้า"",""ไข่ไก่"",""กระเทียม""]","[""เส้นใหญ่:50g"",""หมูเนื้อ:40g"",""ผักคะน้า:75g"",""ไข่ไก่:25g"",""กระเทียม:5g""]","{""calories_kcal"": 174.5,""carbohydrate_g"": 18.8,""protein_g"": 14.7,""fat_g"": 4.5}",boiling
https://img.wongnai.com/p/1968x0/2019/04/17/998894b9210947dfaafb59c21cad48dc.jpg,ผัดซีอิ๊วไก่,Noodle,"[""เส้นใหญ่"",""อกไก่"",""ไข่ไก่"",""ผักคะน้า"",""กระเทียม""]","[""เส้นใหญ่:116.7g"",""อกไก่:66.7g"",""ไข่ไก่:33.3g"",""ผักคะน้า:50g"",""กระเทียม:3.3g""]","{""calories_kcal"": 308,""carbohydrate_g"": 37.2,""protein_g"": 24.5,""fat_g"": 6.8}",boiling
https://img-global.cpcdn.com/recipes/9a80c8bfebc05671/640x640sq80/photo.webp,ผัดซีอิ๊วทะเล,Noodle,"[""เส้นใหญ่"",""กุ้ง"",""หมึกกล้วย"",""กระเทียม"",""ไข่ไก่"",""ผักคะน้า"",""แครอท"",""ข้าวโพดอ่อน""]","[""เส้นใหญ่:240g"",""กุ้ง:50g"",""หมึกกล้วย:50g"",""กระเทียม:10g"",""ไข่ไก่:100g"",""ผักคะน้า:200g"",""แครอท:30g"",""ข้าวโพดอ่อน:30g""]","{""calories_kcal"": 640.9,""carbohydrate_g"": 85.7,""protein_g"": 43.7,""fat_g"": 13.7}",boiling
https://img.wongnai.com/p/1920x0/2021/11/04/16e27b0cd535457b906185077b5369e7.jpg,ราดหน้าหมู,Noodle,"[""หมูเนื้อ"",""เส้นใหญ่"",""กระเทียม"",""ไข่ไก่"",""พริกไทยขาว"",""เต้าเจี้ยว""]","[""หมูเนื้อ:50g"",""เส้นใหญ่:50g"",""กระเทียม:20g"",""ไข่ไก่:50g"",""พริกไทยขาว:2.5g"",""เต้าเจี้ยว:16g""]","{""calories_kcal"": 241.3,""carbohydrate_g"": 22.1,""protein_g"": 20.9,""fat_g"": 7.7}",boiling
https://img.wongnai.com/p/1968x0/2019/02/02/c257106d47e344b6925a17393cdae7ef.jpg,ราดหน้าไก่,Noodle,"[""อกไก่"",""ผักคะน้า"",""กะหล่ำปลี"",""แครอท"",""เส้นใหญ่"",""เต้าเจี้ยว""]","[""อกไก่:75g"",""ผักคะน้า:40g"",""กะหล่ำปลี:75g"",""แครอท:25g"",""เส้นใหญ่:150g"",""เต้าเจี้ยว:8g""]","{""calories_kcal"": 360.1,""carbohydrate_g"": 48.7,""protein_g"": 24.9,""fat_g"": 7.3}",boiling
https://img.wongnai.com/p/1968x0/2019/03/14/e40a67b8f5d74f7cb9026a8281542107.jpg,ราดหน้าทะเล,Noodle,"[""หมูเนื้อ"",""กุ้ง"",""หมึกกล้วย"",""ผักคะน้า"",""แครอท"",""ไข่ไก่"",""เส้นใหญ่""]","[""หมูเนื้อ:50g"",""กุ้ง:40g"",""หมึกกล้วย:40g"",""ผักคะน้า:50g"",""แครอท:30g"",""ไข่ไก่:50g"",""เส้นใหญ่:150g""]","{""calories_kcal"": 425.2,""carbohydrate_g"": 50.6,""protein_g"": 34.1,""fat_g"": 9.6}",boiling
https://img.wongnai.com/p/1968x0/2019/06/17/52f225b766a946d89edbf34c98620bba.jpg,ก๋วยเตี๋ยวคั่วไก่,Noodle,"[""เส้นใหญ่"",""ไข่ไก่"",""อกไก่"",""ต้นหอม"",""ผักชี""]","[""เส้นใหญ่:75g"",""ไข่ไก่:25g"",""อกไก่:50g"",""ต้นหอม:3g"",""ผักชี:3g""]","{""calories_kcal"": 203.2,""carbohydrate_g"": 22.2,""protein_g"": 18.7,""fat_g"": 4.4}",boiling
https://img.wongnai.com/p/1968x0/2019/03/17/39fea1e3ec524b88b27e8c623958d66c.jpg,ก๋วยเตี๋ยวคั่วทะเล,Noodle,"[""เส้นใหญ่"",""กุ้ง"",""หมึกกล้วย"",""ไข่ไก่"",""ต้นหอม""]","[""เส้นใหญ่:150g"",""กุ้ง:45g"",""หมึกกล้วย:50g"",""ไข่ไก่:50g"",""ต้นหอม:30g""]","{""calories_kcal"": 355.6,""carbohydrate_g"": 46.4,""protein_g"": 27.2,""fat_g"": 6.8}",boiling
https://img.wongnai.com/p/1968x0/2019/05/27/a7239cb8f63a41098c813547abc6f824.jpg,มาม่าผัดขี้เมา,Noodle,"[""พริกขี้หนู"",""กระเทียม"",""หมูเนื้อ"",""เส้นบะหมี่กึ่งสำเร็จรูป"",""แครอท"",""กระชาย"",""ข้าวโพดอ่อน"",""ถั่วฝักยาว"",""พริกชี้ฟ้า"",""ใบกระเพรา""]","[""พริกขี้หนู:6.7g"",""กระเทียม:10g"",""หมูเนื้อ:50g"",""เส้นบะหมี่กึ่งสำเร็จรูป:100g"",""แครอท:20g"",""กระชาย:10g"",""ข้าวโพดอ่อน:20g"",""ถั่วฝักยาว:20g"",""พริกชี้ฟ้า:10g"",""ใบกระเพรา:10g""]","{""calories_kcal"": 553.3,""carbohydrate_g"": 70.3,""protein_g"": 22.8,""fat_g"": 20.1}",boiling
https://img.wongnai.com/p/1968x0/2019/03/25/8ad3682df25b4e50a4fcabe4f10baca1.jpg,มาม่าผัดต้มยำ,Noodle,"[""เส้นบะหมี่กึ่งสำเร็จรูป"",""เห็ดฟาง"",""กุ้ง"",""เครื่องแกงเผ็ด"",""ตะไคร้"",""หอมแดง"",""ข่า"",""ใบมะกรูด"",""พริกแดงจินดา"",""กระเทียม""]","[""เส้นบะหมี่กึ่งสำเร็จรูป:50g"",""เห็ดฟาง:40g"",""กุ้ง:45g"",""เครื่องแกงเผ็ด:15g"",""ตะไคร้:20g"",""หอมแดง:30g"",""ข่า:10g"",""ใบมะกรูด:3g"",""พริกแดงจินดา:16g"",""กระเทียม:15g""]","{""calories_kcal"": 377.2,""carbohydrate_g"": 45.8,""protein_g"": 17.9,""fat_g"": 13.6}",boiling
https://img.wongnai.com/p/1920x0/2019/12/16/727d6ecd8238457d959ce96916c54c2b.jpg,เส้นหมี่ผัดกระเฉด,Noodle,"[""กุ้ง"",""เส้นหมี่"",""พริกแดงจินดา"",""กระเทียม"",""ผักกระเฉด"",""น้ำมะขามเปียก""]","[""กุ้ง:37.5g"",""เส้นหมี่:40g"",""พริกแดงจินดา:5g"",""กระเทียม:5g"",""ผักกระเฉด:25g"",""น้ำมะขามเปียก:7.5g""]","{""calories_kcal"": 220,""carbohydrate_g"": 39.8,""protein_g"": 11.6,""fat_g"": 1.6}",boiling
https://img.wongnai.com/p/1920x0/2020/06/11/5270b546fe634999b0a567266421b2b6.jpg,วุ้นเส้นผัดไข่,Noodle,"[""วุ้นเส้น"",""มะเขือเทศ"",""ต้นหอม"",""คื่นฉ่าย"",""ผักกาดขาว"",""ไข่ไก่"",""กระเทียม""]","[""วุ้นเส้น:50g"",""มะเขือเทศ:60g"",""ต้นหอม:12.5g"",""คื่นฉ่าย:12.5g"",""ผักกาดขาว:50g"",""ไข่ไก่:50g"",""กระเทียม:10g""]","{""calories_kcal"": 272.1,""carbohydrate_g"": 46.3,""protein_g"": 10.7,""fat_g"": 4.9}",boiling
https://img.wongnai.com/p/1968x0/2023/11/05/a237fd12a93a4be8bb085080d91eaac9.jpg,ตำเส้นเล็ก,Noodle,"[""กุ้ง"",""หมูยอ"",""พริกแดงจินดา"",""น้ำปลาร้า"",""น้ำตาลปี๊บ"",""มะเขือเทศ"",""ถั่วฝักยาว"",""กระเทียม""]","[""กุ้ง:75g"",""หมูยอ:100g"",""พริกแดงจินดา:5g"",""น้ำปลาร้า:120g"",""น้ำตาลปี๊บ:6g"",""มะเขือเทศ:100g"",""ถั่วฝักยาว:50g"",""กระเทียม:7.5g""]","{""calories_kcal"": 540.2,""carbohydrate_g"": 30.6,""protein_g"": 32.9,""fat_g"": 31.8}
",boiling
https://img.wongnai.com/p/1920x0/2017/09/12/172aa09bdd2741368ebb85cad91f3d4e.jpg,ยำขนมจีน,Noodle,"[""ขนมจีน"",""ปลาทูทอด"",""ถั่วฝักยาว"",""ต้นหอม"",""พริกขี้หนู"",""น้ำปลาร้า"",""น้ำตาลปี๊บ""]","[""ขนมจีน:200g"",""ปลาทูทอด:100g"",""ถั่วฝักยาว:100g"",""ต้นหอม:25g"",""พริกขี้หนู:30g"",""น้ำปลาร้า:120g"",""น้ำตาลปี๊บ:12g""]","{""calories_kcal"": 544.7,""carbohydrate_g"": 63.8,""protein_g"": 33.9,""fat_g"": 17.1}",boiling
https://img.wongnai.com/p/1920x0/2022/05/29/2b4219a81c46428a85bd64cc4690ea14.jpg,ยำวุ้นเส้น,Noodle,"[""พริกขี้หนู"",""กะหล่ำปี"",""ฮอตดอก"",""หมูยอ"",""วุ้นเส้น"",""หมูเนื้อ"",""มะเขือเทศ"",""หอมหัวใหญ่"",""ตั้งโอ๋"",""แครอท""]","[""พริกขี้หนู:6g"",""กะหล่ำปี:25g"",""ฮอตดอก:62.5g"",""หมูยอ:37.5g"",""วุ้นเส้น:12.5g"",""หมูเนื้อ:25g"",""มะเขือเทศ:30g"",""หอมหัวใหญ่:25g"",""ตั้งโอ๋:12.5g"",""แครอท:25g""]","{""calories_kcal"": 289,""carbohydrate_g"": 24.3,""protein_g"": 16.9,""fat_g"": 13.8}",boiling
https://img.wongnai.com/p/1968x0/2019/03/24/44a653a5269a4751a7f0301201a7f7d7.jpg,ยำมาม่า,Noodle,"[""เส้นบะหมี่กึ่งสำเร็จรูป"",""หมูยอ"",""หมูเนื้อ"",""มะเขือเทศ"",""หอมหัวใหญ่"",""ผักชี"",""พริกขี้หนู""]","[""เส้นบะหมี่กึ่งสำเร็จรูป:75g"",""หมูยอ:50g"",""หมูเนื้อ:50g"",""มะเขือเทศ:60g"",""หอมหัวใหญ่:50g"",""ผักชี:5g"",""พริกขี้หนู:5g""]","{""calories_kcal"": 528.2,""carbohydrate_g"": 50.9,""protein_g"": 25.8,""fat_g"": 24.6}",boiling
https://img.wongnai.com/p/1920x0/2020/05/26/51204c8ba3dd4f7096c69c46a246941b.jpg,ต้มแซ่บกระดูกอ่อน,Boiled curry menu,"[""กระดูกหมูอ่อน"",""ข่า"",""ตะไคร้"",""ใบมะกรูด"",""พริกขี้หนู"",""หอมแดง""]","[""กระดูกหมูอ่อน:75g"",""ข่า:0.5g"",""ตะไคร้:3.75g"",""ใบมะกรูด:1.25g"",""พริกขี้หนู:5g"",""หอมแดง:15g""]","{""calories_kcal"": 182.8,""carbohydrate_g"": 4.1,""protein_g"": 13.7,""fat_g"": 12.4}",boiling
https://img.wongnai.com/p/1968x0/2019/03/25/16be129786034c1185c4cc0768f61356.jpg,ต้มจืดเต้าหู้หมูสับ,Boiled curry menu,"[""หมูเนื้อ"",""เต้าหู้ไข่"",""กระเทียม"",""แครอท"",""ผักกาดขาว"",""คื่นฉ่าย"",""พริกไทยขาว""]","[""หมูเนื้อ:300g"",""เต้าหู้ไข่:120g"",""กระเทียม:25g"",""แครอท:50g"",""ผักกาดขาว:50g"",""คื่นฉ่าย:50g"",""พริกไทยขาว:1g""]","{""calories_kcal"": 431.1,""carbohydrate_g"": 10.5,""protein_g"": 68.7,""fat_g"": 12.7}",boiling
https://img.wongnai.com/p/1968x0/2019/02/08/bd173616874240ee883cb01cb4a66615.jpg,ต้มจืดวุ้นเส้น,Boiled curry menu,"[""หมูเนื้อ"",""วุ้นเส้น"",""แครอท"",""เต้าหู้ไข่"",""ผักชี"",""กระเทียม"",""ผักกาดขาว"",""พริกไทยดำ""]","[""หมูเนื้อ:100g"",""วุ้นเส้น:33.3g"",""แครอท:20g"",""เต้าหู้ไข่:80g"",""ผักชี:3.3g"",""กระเทียม:2g"",""ผักกาดขาว:66.7g"",""พริกไทยดำ:2.3g""]","{""calories_kcal"": 275.9,""carbohydrate_g"": 31.7,""protein_g"": 25.8,""fat_g"": 5.1}",boiling
https://img.wongnai.com/p/1968x0/2018/12/28/0c2fae6de01649da9c8e1733c600a4ca.jpg,แกงจืดตำลึงหมูสับ,Boiled curry menu,"[""หมูเนื้อ"",""เต้าหู้ไข่"",""ใบตำลึง"",""พริกไทยดำ""]","[""หมูเนื้อ:200g"",""เต้าหู้ไข่:100g"",""ใบตำลึง:50g"",""พริกไทยดำ:6g""]","{""calories_kcal"": 287.3,""carbohydrate_g"": 6.5,""protein_g"": 45.3,""fat_g"": 8.9}",boiling
https://img.wongnai.com/p/1968x0/2020/09/01/2bdae2f5174f4cecb5d4239fc6f582c3.jpg,แกงพะแนงหมู,Boiled curry menu,"[""สันคอหมู"",""มะเขือพวง"",""กะทิ"",""เครื่องแกงเผ็ด"",""น้ำตาลมะพร้าว"",""ใบมะกรูด""]","[""สันคอหมู:100g"",""มะเขือพวง:50g"",""กะทิ:125g"",""เครื่องแกงเผ็ด:15g"",""น้ำตาลมะพร้าว:2.5g"",""ใบมะกรูด:1.5g""]","{""calories_kcal"": 519.5,""carbohydrate_g"": 20.4,""protein_g"": 22.4,""fat_g"": 38.7}",boiling
https://img.wongnai.com/p/1920x0/2021/09/19/d5b821a4d16f46e1a0a9c59bed2029b5.jpg,แกงมัสมั่นเนื้อ,Boiled curry menu,"[""เนื้อวัว"",""กะทิ"",""เครื่องแกงมัสมั่น"",""ใบหยี่หร่า"",""มันฝรั่ง"",""หอมหัวใหญ่"",""น้ำมะขามเปียก"",""น้ำตาลปี๊บ""]","[""เนื้อวัว:100g"",""กะทิ:125g"",""เครื่องแกงมัสมั่น:7.5g"",""ใบหยี่หร่า:1g"",""มันฝรั่ง:37.5g"",""หอมหัวใหญ่:25g"",""น้ำมะขามเปียก:7.5g"",""น้ำตาลปี๊บ:3.1g""]","{""calories_kcal"": 493.8,""carbohydrate_g"": 33.4,""protein_g"": 24.8,""fat_g"": 29.0}",boiling
https://img.wongnai.com/p/1920x0/2019/11/02/e8e57ca9255547da99c40e54cce6689c.jpg,แกงส้มชะอมไข่,Boiled curry menu,"[""ชะอม"",""ไข่ไก่"",""เนื้อปลากะพง"",""เครื่องแกงเผ็ด"",""ผักกาดขาว""]","[""ชะอม:25g"",""ไข่ไก่:37.5g"",""เนื้อปลากะพง:62.5g"",""เครื่องแกงเผ็ด:25g"",""ผักกาดขาว:75g""]","{""calories_kcal"": 169.9,""carbohydrate_g"": 7.4,""protein_g"": 22.7,""fat_g"": 5.5}",boiling
https://img.wongnai.com/p/1968x0/2022/07/27/e820a9f5ab4545d4a538f2b8e58eac4e.jpg,แกงป่าหมู,Boiled curry menu,"[""หมูเนื้อ"",""เครื่องแกงเผ็ด"",""มะเขือเปราะ"",""มะเขือพวง"",""ถั่วฝักยาว"",""ใบกระเพรา"",""พริกชี้ฟ้า"",""กระชาย""]","[""หมูเนื้อ:133g"",""เครื่องแกงเผ็ด:67g"",""มะเขือเปราะ:80g"",""มะเขือพวง:40g"",""ถั่วฝักยาว:47g"",""ใบกระเพรา:20g"",""พริกชี้ฟ้า:13g"",""กระชาย:33g""]","{""calories_kcal"": 400.4,""carbohydrate_g"": 27.6,""protein_g"": 33.8,""fat_g"": 17.2}",boiling
https://img.wongnai.com/p/1968x0/2019/03/10/e0a3e498f16241a78de86679ed49be3f.jpg,แกงเผ็ดหมู,Boiled curry menu,"[""หมูเนื้อ"",""เครื่องแกงเผ็ด"",""กะทิ"",""มะเขือเปราะ"",""ใบโหระพา"",""พริกชี้ฟ้า"",""ใบมะกรูด""]","[""หมูเนื้อ:80g"",""เครื่องแกงเผ็ด:12g"",""กะทิ:100g"",""มะเขือเปราะ:40g"",""ใบโหระพา:8g"",""พริกชี้ฟ้า:8g"",""ใบมะกรูด:2g""]","{""calories_kcal"": 351.5,""carbohydrate_g"": 16.4,""protein_g"": 19.5,""fat_g"": 23.1}",boiling
https://img.wongnai.com/p/1920x0/2017/10/03/fbd83b67438544c7b58724a35c9ef10e.jpg,แกงคั่วหอยขม,Boiled curry menu,"[""หอยขม"",""ใบชะอม"",""กะทิ"",""เครื่องแกงเผ็ด"",""แครอท"",""น้ำตาลปี๊บ"",""ใบมะกรูด""]","[""หอยขม:125g"",""ใบชะอม:12.5g"",""กะทิ:90g"",""เครื่องแกงเผ็ด:7.5g"",""แครอท:5g"",""น้ำตาลปี๊บ:3.1g"",""ใบมะกรูด:0.5g""]","{""calories_kcal"": 329,""carbohydrate_g"": 20.8,""protein_g"": 18.7,""fat_g"": 19.0}",boiling
https://img.wongnai.com/p/1920x0/2021/08/10/ee0a77b76946450ea2c6d8801b1a7c20.jpg,ไข่ตุ๋น,Boiled curry menu,"[""นมข้นจืด"",""ไข่ไก่""]","[""นมข้นจืด:192.5g"",""ไข่ไก่:200g""]","{""calories_kcal"": 490.9,""carbohydrate_g"": 10.2,""protein_g"": 37.6,""fat_g"": 33.3}",boiling
https://img.wongnai.com/p/1968x0/2018/12/11/54785cc9d37140a790fcff97dbf876d3.jpg,ไข่พะโล้,Boiled curry menu,"[""ไข่ไก่"",""หมูเนื้อ"",""น้ำตาลปี๊บ"",""พริกไทยดำ"",""รากผักชี"",""กระเทียม""]","[""ไข่ไก่:91g"",""หมูเนื้อ:91g"",""น้ำตาลปี๊บ:8g"",""พริกไทยดำ:0.4g"",""รากผักชี:3.6g"",""กระเทียม:6.5g""]","{""calories_kcal"": 266.2,""carbohydrate_g"": 10.0,""protein_g"": 30.0,""fat_g"": 11.8}",boiling
https://img.wongnai.com/p/1968x0/2019/02/11/dcd04fbcf9b64ea08b6467bc0c203bc3.jpg,คอหมูย่าง,Boiled curry menu,"[""เนื้อสันคอ"",""นมข้นจืด"",""กระเทียม"",""รากผักชี"",""พริกไทยดำ""]","[""เนื้อสันคอ:250g"",""นมข้นจืด:30g"",""กระเทียม:5g"",""รากผักชี:2.5g"",""พริกไทยดำ:1.5g""]","{""calories_kcal"": 519.3,""carbohydrate_g"": 4.5,""protein_g"": 46.8,""fat_g"": 34.9}",boiling
https://img.wongnai.com/p/1920x0/2017/12/17/dd23bf6fcc604545a93cc10fceed7595.jpg,ไก่ทอดเกลือ,Boiled curry menu,"[""น่องไก่"",""แป้งมัน""]","[""น่องไก่:125g"",""แป้งมัน:45g""]","{""calories_kcal"": 307,""carbohydrate_g"": 39.2,""protein_g"": 27.2,""fat_g"": 4.6}",boiling
https://img.wongnai.com/p/1920x0/2018/06/10/838abb7431b442fc87eeb8c3ea5bda8c.jpg,หมูสามชั้นทอดน้ำปลา,Boiled curry menu,"[""หมูเนื้อ"",""ไข่ไก่"",""แป้งมัน"",""พริกไทยดำ""]","[""หมูเนื้อ:200g"",""ไข่ไก่:10g"",""แป้งมัน:24g"",""พริกไทยดำ:0.4g""]","{""calories_kcal"": 318.8,""carbohydrate_g"": 22.0,""protein_g"": 40.6,""fat_g"": 7.6}",boiling
https://img.wongnai.com/p/1968x0/2024/04/30/a7f5842af717413b8a22f798783a2faa.jpg,หมูกรอบผัดพริกเกลือ,Boiled curry menu,"[""หมูกรอบ"",""พริกขี้หนู"",""พริกแดงจินดา"",""กระเทียม"",""กระเทียมเจียว""]","[""หมูกรอบ:75g"",""พริกขี้หนู:15g"",""พริกแดงจินดา:15g"",""กระเทียม:15g"",""กระเทียมเจียว:5g""]","{""calories_kcal"": 362.6,""carbohydrate_g"": 6.2,""protein_g"": 23.7,""fat_g"": 27.0}",boiling
https://s359.thaicdn.net//pagebuilder/57111471-6525-495a-a020-315b403c5319.jpg,กุ้งผัดผงกะหรี่,Boiled curry menu,"[""กุ้ง"",""นมข้นจืด"",""ไข่ไก่"",""กระเทียม"",""หอมหัวใหญ่"",""คื่นฉ่าย"",""พริกชี้ฟ้า"",""ต้นหอม""]","[""กุ้ง:167g"",""นมข้นจืด:128g"",""ไข่ไก่:50g"",""กระเทียม:7g"",""หอมหัวใหญ่:33g"",""คื่นฉ่าย:33g"",""พริกชี้ฟ้า:7g"",""ต้นหอม:10g""]","{""calories_kcal"": 385,""carbohydrate_g"": 9.1,""protein_g"": 49.8,""fat_g"": 16.6}",boiling
https://www.disthai.com/images/content/original-1709791494578.jpg,ส้ม เขียวหวาน,fruit,"[""ส้ม เขียวหวาน""]","[""ส้ม เขียวหวาน:100g""]","{""calories_kcal"": 46,""carbohydrate_g"": 9.27,""protein_g"": 0.83,""fat_g"": 0.26}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS70CDOp16fFXhGUB-DYbtzc1q9cyPCviKqNQ&s,แก้วมังกร เนื้อสีขาว,fruit,"[""แก้วมังกร เนื้อสีขาว""]","[""แก้วมังกร เนื้อสีขาว:100g""]","{""calories_kcal"": 59,""carbohydrate_g"": 11.87,""protein_g"": 1.27,""fat_g"": 0.68}",fruit
https://www.adayfresh.com/wp-content/uploads/2023/05/98.jpg,องุ่น เขียว,fruit,"[""องุ่น เขียว""]","[""องุ่น เขียว:100g""]","{""calories_kcal"": 51,""carbohydrate_g"": 11.54,""protein_g"": 0.54,""fat_g"": 0.09}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRj6JAOMavkuVMuTEo5T81e6Z4h-uc7nOkgQ&s,แครอท,fruit,"[""แครอท""]","[""แครอท:100g""]","{""calories_kcal"": 42,""carbohydrate_g"": 7.9,""protein_g"": 1.6,""fat_g"": 0.4}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQS3ih2J3j5SGrDmDb7L9Lk_vVUaeiRCFco7g&s,สตอเบอรี่,fruit,"[""สตอเบอรี่""]","[""สตอเบอรี่:100g""]","{""calories_kcal"": 30,""carbohydrate_g"": 5.2,""protein_g"": 0.68,""fat_g"": 0.27}",fruit
https://www.ตลาดเกษตรกรออนไลน์.com/uploads/products/cover_644895c9d9843.jpg,ฝรั่ง กิมจู,fruit,"[""ฝรั่ง กิมจู""]","[""ฝรั่ง กิมจู:100g""]","{""calories_kcal"": 35,""carbohydrate_g"": 6.01,""protein_g"": 0.76,""fat_g"": 0.21}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0dqhyvci4qks8I963y-VxbVOTkO4px0tujQ&s,แอปเปิ้ล เขียว,fruit,"[""แอปเปิ้ล เขียว""]","[""แอปเปิ้ล เขียว:100g""]","{""calories_kcal"": 47,""carbohydrate_g"": 9.95,""protein_g"": 0.24,""fat_g"": 0.21}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQamNguQt1IvjQ_r2e8md6OqR05wEkSm9gOIQ&s,แอปเปิ้ลแดง วอชิงตัน,fruit,"[""แอปเปิ้ลแดง วอชิงตัน""]","[""แอปเปิ้ลแดง วอชิงตัน:100g""]","{""calories_kcal"": 56,""carbohydrate_g"": 12.26,""protein_g"": 0.18,""fat_g"": 0.25}",fruit
https://fruitage.in.th/wp-content/uploads/2020/04/fuji4.jpg,แอปเปิ้ลแดง ฟูจิ,fruit,"[""แอปเปิ้ลแดง ฟูจิ""]","[""แอปเปิ้ลแดง ฟูจิ:100g""]","{""calories_kcal"": 36,""carbohydrate_g"": 7.86,""protein_g"": 0.17,""fat_g"": 0.12}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0Lbgavkohv29tHML4f898bYAkOaVApKGgrQ&s,สับปะรด นางแล,fruit,"[""สับปะรด นางแล""]","[""สับปะรด นางแล:100g""]","{""calories_kcal"": 63,""carbohydrate_g"": 12.84,""protein_g"": 0.44,""fat_g"": 0.81}",fruit
https://img.wongnai.com/p/400x0/2018/12/25/ce2f91fadd8043ce801ab7dbf69ea24c.jpg,สับปะรด ภูเก็ต,fruit,"[""สับปะรด ภูเก็ต""]","[""สับปะรด ภูเก็ต:100g""]","{""calories_kcal"": 66,""carbohydrate_g"": 14.95,""protein_g"": 0.66,""fat_g"": 0.13}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3XhuIenWCFyZStoetuZ_eg7kS6BvraeVr6g&s,สับปะรด ศรีราชา,fruit,"[""สับปะรด ศรีราชา""]","[""สับปะรด ศรีราชา:100g""]","{""calories_kcal"": 50,""carbohydrate_g"": 10.91,""protein_g"": 0.54,""fat_g"": 0.10}",fruit
https://img.wongnai.com/p/1920x0/2020/04/24/a3df248a1b8440aab3fc68c77ac40e5e.jpg,สับปะรด ภูแล,fruit,"[""สับปะรด ภูแล""]","[""สับปะรด ภูแล:100g""]","{""calories_kcal"": 60,""carbohydrate_g"": 13.55,""protein_g"": 0.41,""fat_g"": 0.23}",fruit
https://www.kasetsomboon.com/wp-content/uploads/2017/10/%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B8%A3%E0%B8%B5-188-20.jpg,แตงโม กินรี,fruit,"[""แตงโม กินรี""]","[""แตงโม กินรี:100g""]","{""calories_kcal"": 33,""carbohydrate_g"": 7.10,""protein_g"": 0.69,""fat_g"": 0.10}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDi0iOAJLj0-EBuLUp8EozBUZJqcLfGRsNhA&s,แตงโม เหยียบไม่แตก,fruit,"[""แตงโม เหยียบไม่แตก""]","[""แตงโม เหยียบไม่แตก:100g""]","{""calories_kcal"": 38,""carbohydrate_g"": 8.77,""protein_g"": 0.65,""fat_g"": 0.09}",fruit
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRx8_Qe-1uKybM18aW7a8HXsHOeOEPUq1j5-Q&s,แตงโมเหลือง,fruit,"[""แตงโมเหลือง""]","[""แตงโมเหลือง:100g""]","{""calories_kcal"": 28,""carbohydrate_g"": 5.68,""protein_g"": 0.49,""fat_g"": 0.06}",fruit
https://data.thaiseedshop.com/uploads/thaiseedshop-sej-03.png,แตงโม ตอปิโด,fruit,"[""แตงโม ตอปิโด""]","[""แตงโม ตอปิโด:100g""]","{""calories_kcal"": 33,""carbohydrate_g"": 6.99,""protein_g"": 0.87,""fat_g"": 0.09}",fruit
